500.00,118.28
500.98,117.24
501.96,119.58
502.93,125.06
503.91,135.98
504.89,129.87
505.87,125.68
506.84,132.95
507.82,108.57
508.80,123.47
509.78,126.31
510.75,126.13
511.73,128.69
512.71,126.81
513.69,135.27
514.66,130.70
515.64,146.67
516.62,132.10
517.60,123.66
518.57,121.50
519.55,129.25
520.53,124.85
521.51,118.56
522.48,122.99
523.46,144.54
524.44,120.83
525.42,125.25
526.39,138.93
527.37,118.63
528.35,132.77
529.33,138.57
530.30,118.09
531.28,125.56
532.26,142.37
533.24,141.85
534.21,133.85
535.19,133.93
536.17,127.46
537.15,132.34
538.12,126.36
539.10,114.11
540.08,142.59
541.06,128.35
542.03,139.90
543.01,132.92
543.99,129.00
544.97,127.70
545.94,127.20
546.92,130.97
547.90,137.68
548.88,128.68
549.85,140.29
550.83,121.54
551.81,126.47
552.79,117.39
553.76,132.81
554.74,135.61
555.72,147.60
556.70,135.70
557.67,136.50
558.65,136.44
559.63,135.08
560.61,131.52
561.58,132.81
562.56,132.31
563.54,137.43
564.52,131.08
565.49,138.43
566.47,122.07
567.45,133.94
568.43,125.58
569.40,135.10
570.38,129.84
571.36,136.28
572.34,119.93
573.31,137.49
574.29,140.47
575.27,135.02
576.25,151.56
577.22,132.39
578.20,133.42
579.18,129.29
580.16,138.51
581.13,128.18
582.11,139.78
583.09,137.60
584.07,130.21
585.04,133.25
586.02,131.51
587.00,137.11
587.98,131.62
588.95,127.53
589.93,134.40
590.91,142.80
591.89,142.12
592.86,131.82
593.84,140.42
594.82,137.27
595.80,155.89
596.77,129.78
597.75,126.96
598.73,138.54
599.71,139.12
600.68,145.64
601.66,142.75
602.64,126.25
603.62,134.29
604.59,131.11
605.57,145.20
606.55,137.04
607.53,140.06
608.50,126.43
609.48,146.70
610.46,148.07
611.44,145.87
612.41,142.59
613.39,147.14
614.37,147.27
615.35,145.82
616.32,134.90
617.30,146.46
618.28,145.60
619.26,133.32
620.23,133.13
621.21,131.60
622.19,136.77
623.17,150.82
624.14,152.23
625.12,138.85
626.10,152.05
627.08,155.90
628.05,145.30
629.03,142.98
630.01,139.09
630.99,148.80
631.96,152.08
632.94,156.66
633.92,143.38
634.90,153.70
635.87,149.05
636.85,132.69
637.83,147.33
638.81,154.98
639.78,139.08
640.76,154.21
641.74,160.97
642.72,132.54
643.70,149.14
644.67,144.55
645.65,132.81
646.63,154.13
647.61,139.82
648.58,154.00
649.56,158.95
650.54,146.94
651.52,147.65
652.49,134.06
653.47,142.10
654.45,144.42
655.43,151.19
656.40,148.46
657.38,147.49
658.36,140.61
659.34,136.55
660.31,142.87
661.29,136.33
662.27,156.98
663.25,142.57
664.22,161.02
665.20,149.85
666.18,148.84
667.16,145.60
668.13,147.34
669.11,150.59
670.09,145.85
671.07,163.01
672.04,155.22
673.02,157.34
674.00,155.26
674.98,138.70
675.95,143.98
676.93,155.27
677.91,152.35
678.89,160.22
679.86,139.29
680.84,163.66
681.82,150.38
682.80,169.51
683.77,158.20
684.75,151.04
685.73,142.54
686.71,142.09
687.68,146.58
688.66,143.32
689.64,145.90
690.62,145.74
691.59,136.91
692.57,159.91
693.55,167.46
694.53,145.07
695.50,164.08
696.48,166.40
697.46,145.42
698.44,161.89
699.41,162.41
700.39,160.49
701.37,155.72
702.35,145.84
703.32,153.23
704.30,149.62
705.28,165.38
706.26,163.59
707.23,157.72
708.21,155.98
709.19,153.49
710.17,167.60
711.14,153.11
712.12,162.14
713.10,149.38
714.08,157.31
715.05,156.84
716.03,152.08
717.01,169.68
717.99,171.74
718.96,157.51
719.94,150.34
720.92,153.22
721.90,159.49
722.87,153.10
723.85,162.67
724.83,165.09
725.81,162.60
726.78,156.58
727.76,166.36
728.74,165.88
729.72,174.64
730.69,151.88
731.67,150.69
732.65,153.93
733.63,152.59
734.60,155.80
735.58,156.37
736.56,169.07
737.54,152.87
738.51,160.34
739.49,168.99
740.47,168.46
741.45,157.29
742.42,164.00
743.40,183.23
744.38,166.90
745.36,166.06
746.33,164.72
747.31,155.65
748.29,156.39
749.27,171.61
750.24,166.34
751.22,150.78
752.20,165.48
753.18,165.26
754.15,154.57
755.13,166.91
756.11,158.01
757.09,166.41
758.06,178.30
759.04,164.09
760.02,152.76
761.00,176.97
761.97,150.58
762.95,171.91
763.93,152.70
764.91,169.05
765.88,160.98
766.86,170.13
767.84,160.95
768.82,166.89
769.79,169.17
770.77,178.08
771.75,170.78
772.73,145.93
773.70,158.68
774.68,159.01
775.66,175.46
776.64,172.44
777.61,166.00
778.59,177.71
779.57,158.02
780.55,166.44
781.52,167.00
782.50,164.52
783.48,153.07
784.46,169.27
785.43,166.33
786.41,179.48
787.39,159.28
788.37,169.58
789.35,165.73
790.32,168.72
791.30,166.03
792.28,171.90
793.26,165.26
794.23,154.82
795.21,172.61
796.19,162.88
797.17,179.10
798.14,174.20
799.12,168.91
800.10,177.73
801.08,173.31
802.05,163.00
803.03,165.94
804.01,171.00
804.99,170.26
805.96,147.13
806.94,165.36
807.92,178.50
808.90,170.39
809.87,193.48
810.85,184.45
811.83,161.36
812.81,182.80
813.78,170.94
814.76,163.48
815.74,173.13
816.72,180.48
817.69,166.96
818.67,177.94
819.65,187.50
820.63,182.01
821.60,177.78
822.58,168.62
823.56,177.67
824.54,171.92
825.51,181.88
826.49,161.13
827.47,165.10
828.45,166.02
829.42,162.30
830.40,181.64
831.38,182.53
832.36,184.75
833.33,168.36
834.31,167.10
835.29,177.31
836.27,171.90
837.24,159.30
838.22,164.58
839.20,173.42
840.18,177.95
841.15,166.77
842.13,178.28
843.11,178.47
844.09,187.24
845.06,188.55
846.04,178.22
