500.00,92.13
500.98,49.58
501.96,57.06
502.93,72.75
503.91,54.20
504.89,68.12
505.87,74.25
506.84,66.30
507.82,69.90
508.80,66.18
509.78,64.13
510.75,73.40
511.73,77.42
512.71,82.90
513.69,81.04
514.66,52.95
515.64,72.63
516.62,70.02
517.60,61.54
518.57,66.90
519.55,72.92
520.53,71.25
521.51,80.24
522.48,90.38
523.46,89.50
524.44,85.15
525.42,89.52
526.39,82.15
527.37,106.02
528.35,95.81
529.33,79.89
530.30,85.96
531.28,77.65
532.26,111.02
533.24,98.55
534.21,76.75
535.19,97.72
536.17,118.12
537.15,97.47
538.12,85.37
539.10,82.86
540.08,96.87
541.06,104.01
542.03,98.60
543.01,89.41
543.99,123.51
544.97,102.79
545.94,111.09
546.92,79.90
547.90,98.48
548.88,102.74
549.85,94.70
550.83,108.03
551.81,81.36
552.79,99.71
553.76,118.70
554.74,125.22
555.72,98.89
556.70,81.10
557.67,118.76
558.65,117.64
559.63,99.85
560.61,93.78
561.58,106.86
562.56,131.37
563.54,122.93
564.52,124.78
565.49,130.38
566.47,100.82
567.45,127.34
568.43,123.76
569.40,112.52
570.38,136.98
571.36,134.02
572.34,142.00
573.31,125.92
574.29,121.24
575.27,122.70
576.25,130.69
577.22,119.05
578.20,139.31
579.18,139.55
580.16,104.74
581.13,129.32
582.11,142.77
583.09,127.54
584.07,133.33
585.04,145.14
586.02,121.37
587.00,134.28
587.98,122.60
588.95,160.91
589.93,143.33
590.91,138.62
591.89,174.96
592.86,160.25
593.84,139.16
594.82,160.52
595.80,151.38
596.77,152.91
597.75,144.87
598.73,144.49
599.71,160.83
600.68,154.22
601.66,160.87
602.64,165.51
603.62,156.22
604.59,163.06
605.57,155.32
606.55,160.76
607.53,172.97
608.50,173.17
609.48,159.84
610.46,180.51
611.44,173.97
612.41,160.05
613.39,165.59
614.37,147.24
615.35,182.44
616.32,160.67
617.30,150.86
618.28,184.95
619.26,176.35
620.23,182.69
621.21,162.04
622.19,174.75
623.17,198.62
624.14,163.79
625.12,180.17
626.10,183.59
627.08,188.38
628.05,192.46
629.03,193.57
630.01,185.74
630.99,174.23
631.96,171.73
632.94,170.78
633.92,186.53
634.90,168.67
635.87,186.13
636.85,188.40
637.83,167.41
638.81,194.60
639.78,193.70
640.76,201.30
641.74,206.08
642.72,174.34
643.70,206.87
644.67,218.23
645.65,184.39
646.63,182.28
647.61,226.96
648.58,180.33
649.56,199.95
650.54,204.62
651.52,204.89
652.49,182.61
653.47,202.92
654.45,196.75
655.43,228.38
656.40,206.53
657.38,222.59
658.36,221.48
659.34,222.58
660.31,238.88
661.29,235.20
662.27,218.57
663.25,220.22
664.22,241.06
665.20,228.31
666.18,204.83
667.16,241.43
668.13,214.24
669.11,221.76
670.09,228.16
671.07,228.58
672.04,224.27
673.02,233.84
674.00,213.09
674.98,223.35
675.95,240.03
676.93,228.05
677.91,259.06
678.89,256.42
679.86,229.34
680.84,264.42
681.82,236.49
682.80,254.87
683.77,236.02
684.75,238.53
685.73,226.98
686.71,245.43
687.68,256.16
688.66,216.27
689.64,246.26
690.62,247.70
691.59,234.62
692.57,239.20
693.55,243.83
694.53,243.06
695.50,256.31
696.48,266.90
697.46,247.44
698.44,252.87
699.41,245.60
700.39,250.50
701.37,269.57
702.35,247.47
703.32,282.86
704.30,256.93
705.28,269.64
706.26,249.82
707.23,279.19
708.21,274.38
709.19,263.94
710.17,256.67
711.14,273.53
712.12,264.16
713.10,258.88
714.08,276.64
715.05,277.28
716.03,251.46
717.01,289.66
717.99,245.38
718.96,264.23
719.94,263.17
720.92,291.20
721.90,261.92
722.87,282.42
723.85,274.93
724.83,279.05
725.81,272.83
726.78,270.97
727.76,270.70
728.74,264.81
729.72,259.97
730.69,283.46
731.67,261.67
732.65,273.59
733.63,275.55
734.60,265.89
735.58,278.75
736.56,276.28
737.54,275.32
738.51,284.12
739.49,270.80
740.47,279.03
741.45,279.30
742.42,282.34
743.40,273.72
744.38,284.64
745.36,255.95
746.33,282.02
747.31,297.39
748.29,302.04
749.27,293.94
750.24,303.58
751.22,309.42
752.20,284.72
753.18,299.64
754.15,286.64
755.13,281.97
756.11,292.05
757.09,290.48
758.06,286.92
759.04,289.35
760.02,297.39
761.00,303.43
761.97,283.86
762.95,276.99
763.93,306.23
764.91,279.74
765.88,288.42
766.86,290.11
767.84,285.59
768.82,294.67
769.79,296.97
770.77,304.69
771.75,307.03
772.73,301.95
773.70,299.50
774.68,317.69
775.66,320.97
776.64,280.07
777.61,309.80
778.59,311.12
779.57,296.62
780.55,301.66
781.52,317.10
782.50,289.89
783.48,273.17
784.46,323.13
785.43,314.39
786.41,304.90
787.39,293.37
788.37,291.84
789.35,271.60
790.32,292.15
791.30,298.41
792.28,297.42
793.26,280.63
794.23,288.45
795.21,263.47
796.19,310.18
797.17,288.02
798.14,308.51
799.12,293.29
800.10,306.51
801.08,307.37
802.05,286.14
803.03,307.46
804.01,319.64
804.99,309.58
805.96,308.55
806.94,304.54
807.92,303.69
808.90,307.39
809.87,288.74
810.85,295.25
811.83,276.46
812.81,320.34
813.78,306.75
814.76,305.03
815.74,293.69
816.72,292.58
817.69,311.82
818.67,317.86
819.65,303.01
820.63,296.54
821.60,293.06
822.58,304.79
823.56,286.95
824.54,297.79
825.51,302.79
826.49,297.45
827.47,310.87
828.45,305.55
829.42,303.35
830.40,302.36
831.38,305.48
832.36,287.68
833.33,289.28
834.31,308.85
835.29,286.47
836.27,296.16
837.24,301.84
838.22,313.65
839.20,279.33
840.18,299.63
841.15,282.53
842.13,306.06
843.11,286.67
844.09,299.66
845.06,287.62
846.04,289.21
847.02,290.24
848.00,281.62
848.97,290.20
849.95,288.94
850.93,291.67
851.91,289.52
852.88,275.09
853.86,289.91
854.84,292.31
855.82,284.41
856.79,292.87
857.77,282.94
858.75,299.86
859.73,263.09
860.70,285.92
861.68,285.31
862.66,275.12
863.64,279.65
864.61,287.21
865.59,262.39
866.57,262.25
867.55,267.96
868.52,267.22
869.50,267.82
870.48,266.10
871.46,274.42
872.43,281.10
873.41,291.35
874.39,258.73
875.37,302.44
876.34,273.87
877.32,263.84
878.30,247.88
879.28,249.21
880.25,261.65
881.23,272.60
882.21,274.47
883.19,273.22
884.16,267.07
885.14,280.14
886.12,286.59
887.10,230.36
888.07,256.22
889.05,276.49
890.03,271.05
891.01,274.94
891.98,246.58
892.96,266.13
893.94,263.85
894.92,267.07
895.89,253.04
896.87,259.84
897.85,262.46
898.83,225.73
899.80,260.19
900.78,244.51
901.76,270.24
902.74,268.35
903.71,249.30
904.69,265.71
905.67,249.01
906.65,246.93
907.62,247.15
908.60,250.77
909.58,244.41
910.56,244.15
911.53,265.32
912.51,226.60
913.49,242.77
914.47,245.98
915.44,222.03
916.42,238.52
917.40,237.92
918.38,240.36
919.35,244.57
920.33,248.49
921.31,235.49
922.29,241.95
923.26,229.21
924.24,222.77
925.22,205.29
926.20,239.78
927.17,210.58
928.15,228.19
929.13,234.42
930.11,233.91
931.09,244.84
932.06,215.75
933.04,209.42
934.02,224.70
935.00,216.84
935.97,223.84
936.95,225.61
937.93,226.43
938.91,225.22
939.88,223.44
940.86,221.76
941.84,208.46
942.82,201.84
943.79,222.50
944.77,215.67
945.75,217.29
946.73,234.66
947.70,229.72
948.68,220.86
949.66,208.20
950.64,220.43
951.61,188.10
952.59,220.90
953.57,213.03
954.55,205.44
955.52,207.73
956.50,224.06
957.48,181.48
958.46,196.49
959.43,201.34
960.41,199.99
961.39,197.98
962.37,194.14
963.34,212.21
964.32,199.34
965.30,199.38
966.28,194.55
967.25,189.75
968.23,197.05
969.21,194.74
970.19,171.91
971.16,187.45
972.14,186.32
973.12,184.24
974.10,193.56
975.07,208.31
976.05,191.26
977.03,194.43
978.01,211.83
978.98,175.26
979.96,180.66
980.94,192.08
